,ags,name
7041,73405003205,Bottenbach
7043,73405004003,Clausen
7044,73405004007,Donsieders
7045,73405004027,Leimen
7046,73405004031,Merzalben
7047,73405004032,Münchweiler an der Rodalb
7048,73405004038,"Rodalben, Stadt"
7050,73405005023,Höheischweiler
7051,73405005024,Höhfröschen
7052,73405005035,Nünschweiler
7053,73405005037,Petersberg
7054,73405005051,Thaleischweiler-Fröschen
7055,73405005217,Maßweiler
7056,73405005220,Reifenberg
7057,73405005222,Rieschweiler-Mühlbach
7059,73405006012,Geiselberg
7060,73405006015,Heltersberg
7061,73405006016,Hermersberg
7062,73405006022,Höheinöd
7063,73405006025,Horbach
7064,73405006044,Schmalenberg
7065,73405006050,Steinalben
7066,73405006054,Waldfischbach-Burgalben
7068,73405007017,Herschberg
7069,73405007018,Hettenhausen
7070,73405007041,Saalstadt
7071,73405007042,Schauerberg
7072,73405007055,Weselberg
7073,73405007204,Biedershausen
7074,73405007215,Knopp-Labach
7075,73405007216,Krähenberg
7076,73405007219,Obernheim-Kirchenarnbach
7077,73405007224,Schmitshausen
7078,73405007225,Wallhalben
7079,73405007228,Winterbach (Pfalz)
7081,73405008201,Althornbach
7082,73405008202,Battweiler
7083,73405008203,Bechhofen
7084,73405008206,Contwig
7085,73405008207,Dellfeld
7086,73405008208,Dietrichingen
7087,73405008209,Großbundenbach
7088,73405008210,Großsteinhausen
7089,73405008211,"Hornbach, Stadt"
7090,73405008212,Käshofen
7091,73405008213,Kleinbundenbach
7092,73405008214,Kleinsteinhausen
7093,73405008218,Mauschbach
7094,73405008221,Riedelberg
7095,73405008223,Rosenkopf
7096,73405008226,Walshausen
7097,73405008227,Wiesbach
7102,81110000000,"Stuttgart, Landeshauptstadt"
7105,81150003003,"Böblingen, Stadt"
7107,81150028028,"Leonberg, Stadt"
7109,81150029029,Magstadt
7111,81150041041,"Renningen, Stadt"
7113,81150042042,"Rutesheim, Stadt"
7115,81150044044,Schönaich
7117,81150045045,"Sindelfingen, Stadt"
7119,81150050050,"Weil der Stadt, Stadt"
7121,81150051051,Weil im Schönbuch
7123,81150052052,Weissach
7125,81155001001,Aidlingen
7126,81155001054,Grafenau
7128,81155002013,Ehningen
7129,81155002015,Gärtringen
7131,81155003010,Deckenpfronn
7132,81155003021,"Herrenberg, Stadt"
7133,81155003037,Nufringen
7135,81155004002,Altdorf
7136,81155004022,Hildrizhausen
7137,81155004024,"Holzgerlingen, Stadt"
7139,81155005004,Bondorf
7140,81155005016,Gäufelden
7141,81155005034,Mötzingen
7142,81155005053,Jettingen
7144,81155006046,Steinenbronn
7145,81155006048,"Waldenbuch, Stadt"
7148,81160015015,Denkendorf
7150,81160019019,"Esslingen am Neckar, Stadt"
7152,81160047047,Neuhausen auf den Fildern
7154,81160072072,"Wernau (Neckar), Stadt"
7156,81160076076,Aichwald
7158,81160077077,"Filderstadt, Stadt"
7160,81160078078,"Leinfelden-Echterdingen, Stadt"
7162,81160080080,"Ostfildern, Stadt"
7164,81160081081,"Aichtal, Stadt"
7166,81165001016,Dettingen unter Teck
7167,81165001033,"Kirchheim unter Teck, Stadt"
7168,81165001048,Notzingen
7170,81165002018,Erkenbrechtsweiler
7171,81165002054,"Owen, Stadt"
7172,81165002079,Lenningen
7174,81165003005,Altdorf
7175,81165003006,Altenriet
7176,81165003008,Bempflingen
7177,81165003041,Neckartailfingen
7178,81165003042,Neckartenzlingen
7179,81165003063,Schlaitdorf
7181,81165004011,Beuren
7182,81165004036,Kohlberg
7183,81165004046,"Neuffen, Stadt"
7185,81165005020,Frickenhausen
7186,81165005022,Großbettlingen
7187,81165005049,"Nürtingen, Stadt"
7188,81165005050,Oberboihingen
7189,81165005068,Unterensingen
7190,81165005073,Wolfschlugen
7192,81165006004,Altbach
7193,81165006014,Deizisau
7194,81165006056,"Plochingen, Stadt"
7196,81165007007,Baltmannsweiler
7197,81165007027,Hochdorf
7198,81165007037,Lichtenwald
7199,81165007058,Reichenbach an der Fils
7201,81165008012,Bissingen an der Teck
7202,81165008029,Holzmaden
7203,81165008043,Neidlingen
7204,81165008053,Ohmden
7205,81165008070,"Weilheim an der Teck, Stadt"
7207,81165009035,Köngen
7208,81165009071,"Wendlingen am Neckar, Stadt"
7211,81170010010,Böhmenkirch
7213,81175001006,Bad Ditzenbach
7214,81175001014,Deggingen
7216,81175002018,"Ebersbach an der Fils, Stadt"
7217,81175002044,Schlierbach
7219,81175003019,"Eislingen/Fils, Stadt"
7220,81175003037,Ottenbach
7221,81175003042,Salach
7223,81175004007,Bad Überkingen
7224,81175004024,"Geislingen an der Steige, Stadt"
7225,81175004033,Kuchen
7227,81175005026,"Göppingen, Stadt"
7228,81175005043,Schlat
7229,81175005053,Wäschenbeuren
7230,81175005055,Wangen
7232,81175006015,"Donzdorf, Stadt"
7233,81175006025,Gingen an der Fils
7234,81175006049,"Süßen, Stadt"
7235,81175006061,"Lauterstein, Stadt"
7237,81175007016,Drackenstein
7238,81175007028,Gruibingen
7239,81175007031,Hohenstadt
7240,81175007035,Mühlhausen im Täle
7241,81175007058,"Wiesensteig, Stadt"
7243,81175008001,Adelberg
7244,81175008009,Birenbach
7245,81175008011,Börtlingen
7246,81175008038,Rechberghausen
7248,81175009002,Aichelberg
7249,81175009012,Bad Boll
7250,81175009017,Dürnau
7251,81175009023,Gammelshausen
7252,81175009029,Hattenhofen
7253,81175009060,Zell unter Aichelberg
7255,81175010003,Albershausen
7256,81175010051,"Uhingen, Stadt"
7258,81175011020,Eschenbach
7259,81175011030,Heiningen
7262,81180003003,"Asperg, Stadt"
7264,81180011011,"Ditzingen, Stadt"
7266,81180019019,"Gerlingen, Stadt"
7268,81180021021,"Großbottwar, Stadt"
7270,81180046046,"Kornwestheim, Stadt"
7272,81180048048,"Ludwigsburg, Stadt"
7274,81180050050,"Markgröningen, Stadt"
7276,81180051051,Möglingen
7278,81180060060,Oberstenfeld
7280,81180076076,"Sachsenheim, Stadt"
7282,81180080080,"Korntal-Münchingen, Stadt"
7284,81180081081,"Remseck am Neckar, Stadt"
7286,81185001007,"Besigheim, Stadt"
7287,81185001016,Freudental
7288,81185001018,Gemmrigheim
7289,81185001028,Hessigheim
7290,81185001047,Löchgau
7291,81185001053,Mundelsheim
7292,81185001074,Walheim
7294,81185002071,Tamm
7295,81185002077,Ingersheim
7296,81185002079,"Bietigheim-Bissingen, Stadt"
7298,81185003010,"Bönnigheim, Stadt"
7299,81185003015,Erligheim
7300,81185003040,Kirchheim am Neckar
7302,81185004063,Pleidelsheim
7303,81185004078,"Freiberg am Neckar, Stadt"
7305,81185005001,Affalterbach
7306,81185005006,Benningen am Neckar
7307,81185005014,Erdmannhausen
7308,81185005049,"Marbach am Neckar, Stadt"
7310,81185006027,Hemmingen
7311,81185006067,Schwieberdingen
7313,81185007054,Murr
7314,81185007070,"Steinheim an der Murr, Stadt"
7316,81185008012,Eberdingen
7317,81185008059,"Oberriexingen, Stadt"
7318,81185008068,Sersheim
7319,81185008073,"Vaihingen an der Enz, Stadt"
7322,81190001001,Alfdorf
7324,81190020020,"Fellbach, Stadt"
7326,81190041041,Korb
7328,81190044044,"Murrhardt, Stadt"
7330,81190061061,Rudersberg
7332,81190079079,"Waiblingen, Stadt"
7334,81190089089,Berglen
7336,81190090090,Remshalden
7338,81190091091,"Weinstadt, Stadt"
7340,81190093093,Kernen im Remstal
7342,81195001003,Allmersbach im Tal
7343,81195001004,Althütte
7344,81195001006,Auenwald
7345,81195001008,"Backnang, Stadt"
7346,81195001018,Burgstetten
7347,81195001038,Kirchberg an der Murr
7348,81195001053,Oppenweiler
7349,81195001083,Weissach im Tal
7350,81195001087,Aspach
7352,81195002055,Plüderhausen
7353,81195002076,Urbach
7355,81195003067,"Schorndorf, Stadt"
7356,81195003086,Winterbach
7358,81195004024,Großerlach
7359,81195004069,Spiegelberg
7360,81195004075,Sulzbach an der Murr
7362,81195005037,Kaisersbach
7363,81195005084,"Welzheim, Stadt"
7365,81195006042,Leutenbach
7366,81195006068,Schwaikheim
7367,81195006085,"Winnenden, Stadt"
7370,81210000000,"Heilbronn, Stadt"
7373,81250007007,"Bad Wimpfen, Stadt"
7375,81250039039,"Gundelsheim, Stadt"
7377,81250058058,Leingarten
7379,81250068068,"Neudenau, Stadt"
7381,81250107107,Wüstenrot
7383,81255001005,"Bad Friedrichshall, Stadt"
7384,81255001078,Oedheim
7385,81255001079,Offenau
7387,81255002006,"Bad Rappenau, Stadt"
7388,81255002049,Kirchardt
7389,81255002087,Siegelsbach
7391,81255003013,"Brackenheim, Stadt"
7392,81255003017,Cleebronn
7394,81255004026,"Eppingen, Stadt"
7395,81255004034,Gemmingen
7396,81255004047,Ittlingen
7398,81255005030,Flein
7399,81255005094,Talheim
7401,81255006056,"Lauffen am Neckar, Stadt"
7402,81255006066,Neckarwestheim
7403,81255006074,Nordheim
7405,81255007048,Jagsthausen
7406,81255007063,"Möckmühl, Stadt"
7407,81255007084,Roigheim
7408,81255007103,"Widdern, Stadt"
7410,81255008027,Erlenbach
7411,81255008065,"Neckarsulm, Stadt"
7412,81255008096,Untereisesheim
7414,81255009069,"Neuenstadt am Kocher, Stadt"
7415,81255009111,Hardthausen am Kocher
7416,81255009113,Langenbrettach
7418,81255010038,"Güglingen, Stadt"
7419,81255010081,Pfaffenhofen
7420,81255010108,Zaberfeld
7422,81255011059,"Löwenstein, Stadt"
7423,81255011110,Obersulm
7425,81255012001,Abstatt
7426,81255012008,"Beilstein, Stadt"
7427,81255012046,Ilsfeld
7428,81255012098,Untergruppenbach
7430,81255013061,Massenbachhausen
7431,81255013086,"Schwaigern, Stadt"
7433,81255014021,Eberstadt
7434,81255014024,Ellhofen
7435,81255014057,Lehrensteinsfeld
7436,81255014102,"Weinsberg, Stadt"
7439,81260011011,Bretzfeld
7441,81260072072,Schöntal
7443,81265001047,Kupferzell
7444,81265001058,"Neuenstein, Stadt"
7445,81265001085,"Waldenburg, Stadt"
7447,81265002020,Dörzbach
7448,81265002045,"Krautheim, Stadt"
7449,81265002056,Mulfingen
7451,81265003039,"Ingelfingen, Stadt"
7452,81265003046,"Künzelsau, Stadt"
7454,81265004028,"Forchtenberg, Stadt"
7455,81265004060,"Niedernhall, Stadt"
7456,81265004086,Weißbach
7458,81265005066,"Öhringen, Stadt"
7459,81265005069,Pfedelbach
7460,81265005094,Zweiflingen
7463,81270008008,Blaufelden
7465,81270052052,Mainhardt
7467,81270075075,"Schrozberg, Stadt"
7469,81275001009,Braunsbach
7470,81275001086,Untermünkheim
7472,81275002014,"Crailsheim, Stadt"
7473,81275002073,Satteldorf
7474,81275002103,Frankenhardt
7475,81275002104,Stimpfach
7477,81275003101,Kreßberg
7478,81275003102,Fichtenau
7480,81275004032,"Gerabronn, Stadt"
7481,81275004047,"Langenburg, Stadt"
7483,81275005043,"Ilshofen, Stadt"
7484,81275005089,"Vellberg, Stadt"
7485,81275005099,Wolpertshausen
7487,81275006023,Fichtenberg
7488,81275006025,"Gaildorf, Stadt"
7489,81275006062,Oberrot
7490,81275006079,Sulzbach-Laufen
7492,81275007012,Bühlertann
7493,81275007013,Bühlerzell
7494,81275007063,Obersontheim
7496,81275008046,"Kirchberg an der Jagst, Stadt"
7497,81275008071,Rot am See
7498,81275008091,Wallhausen
7500,81275009056,Michelbach an der Bilz
7501,81275009059,Michelfeld
7502,81275009076,"Schwäbisch Hall, Stadt"
7503,81275009100,Rosengarten
7506,81280020020,"Creglingen, Stadt"
7508,81280039039,"Freudenberg, Stadt"
7510,81280064064,"Külsheim, Stadt"
7512,81280082082,"Niederstetten, Stadt"
7514,81280126126,"Weikersheim, Stadt"
7516,81280131131,"Wertheim, Stadt"
7518,81280139139,"Lauda-Königshofen, Stadt"
7520,81285001006,Assamstadt
7521,81285001007,"Bad Mergentheim, Stadt"
7522,81285001058,Igersheim
7524,81285002014,"Boxberg, Stadt"
7525,81285002138,Ahorn
7527,81285003047,"Grünsfeld, Stadt"
7528,81285003137,Wittighausen
7530,81285004045,Großrinderfeld
7531,81285004061,Königheim
7532,81285004115,"Tauberbischofsheim, Stadt"
7533,81285004128,Werbach
7536,81350010010,Dischingen
7538,81350015015,Gerstetten
7540,81350020020,"Herbrechtingen, Stadt"
7542,81350025025,Königsbronn
7544,81350032032,Steinheim am Albuch
7546,81355001016,"Giengen an der Brenz, Stadt"
7547,81355001021,Hermaringen
7549,81355002019,"Heidenheim an der Brenz, Stadt"
7550,81355002026,Nattheim
7552,81355003027,"Niederstotzingen, Stadt"
7553,81355003031,Sontheim an der Brenz
7556,81360002002,Abtsgmünd
7558,81360027027,Gschwend
7560,81360042042,"Lorch, Stadt"
7562,81360045045,"Neresheim, Stadt"
7564,81360050050,"Oberkochen, Stadt"
7566,81365001021,Essingen
7567,81365001033,Hüttlingen
7568,81365001088,"Aalen, Stadt"
7570,81365002010,"Bopfingen, Stadt"
7571,81365002037,Kirchheim am Ries
7572,81365002087,Riesbürg
7574,81365003003,Adelmannsfelden
7575,81365003018,Ellenberg
7576,81365003019,"Ellwangen (Jagst), Stadt"
7577,81365003035,Jagstzell
7578,81365003046,Neuler
7579,81365003060,Rosenberg
7580,81365003084,Wört
7581,81365003089,Rainau
7583,81365004038,"Lauchheim, Stadt"
7584,81365004082,Westhausen
7586,81365005020,Eschach
7587,81365005024,Göggingen
7588,81365005034,Iggingen
7589,81365005040,Leinzell
7590,81365005049,Obergröningen
7591,81365005062,Schechingen
7593,81365006007,Bartholomä
7594,81365006009,Böbingen an der Rems
7595,81365006028,"Heubach, Stadt"
7596,81365006029,Heuchlingen
7597,81365006043,Mögglingen
7599,81365007065,"Schwäbisch Gmünd, Stadt"
7600,81365007079,Waldstetten
7602,81365008015,Durlangen
7603,81365008044,Mutlangen
7604,81365008061,Ruppertshofen
7605,81365008066,Spraitbach
7606,81365008070,Täferrot
7608,81365009068,Stödtlen
7609,81365009071,Tannhausen
7610,81365009075,Unterschneidheim
7614,82110000000,"Baden-Baden, Stadt"
7617,82120000000,"Karlsruhe, Stadt"
7620,82150017017,"Ettlingen, Stadt"
7622,82150046046,Malsch
7624,82150047047,Marxzell
7626,82150064064,"Östringen, Stadt"
7628,82150084084,Ubstadt-Weiher
7630,82150089089,Walzbachtal
7632,82150090090,Weingarten (Baden)
7634,82150096096,Karlsbad
7636,82150097097,"Kraichtal, Stadt"
7638,82150101101,Pfinztal
7640,82150102102,Eggenstein-Leopoldshafen
7642,82150105105,Linkenheim-Hochstetten
7644,82150106106,"Waghäusel, Stadt"
7646,82150108108,"Rheinstetten, Stadt"
7648,82150109109,"Stutensee, Stadt"
7650,82150110110,Waldbronn
7652,82155001039,Kronau
7653,82155001100,Bad Schönborn
7655,82155002007,"Bretten, Stadt"
7656,82155002025,Gondelsheim
7658,82155003009,"Bruchsal, Stadt"
7659,82155003021,Forst
7660,82155003029,Hambrücken
7661,82155003103,Karlsdorf-Neuthard
7663,82155004099,Graben-Neudorf
7664,82155004111,Dettenheim
7666,82155005040,Kürnbach
7667,82155005059,Oberderdingen
7669,82155006066,"Philippsburg, Stadt"
7670,82155006107,Oberhausen-Rheinhausen
7672,82155007082,Sulzfeld
7673,82155007094,Zaisenhausen
7676,82160008008,Bühlertal
7678,82160013013,Forbach
7680,82160015015,"Gaggenau, Stadt"
7682,82165001006,Bischweier
7683,82165001024,"Kuppenheim, Stadt"
7685,82165002007,"Bühl, Stadt"
7686,82165002041,Ottersweier
7688,82165003002,Au am Rhein
7689,82165003005,Bietigheim
7690,82165003009,Durmersheim
7691,82165003012,Elchesheim-Illingen
7693,82165004017,"Gernsbach, Stadt"
7694,82165004029,Loffenau
7695,82165004059,Weisenbach
7697,82165005023,Iffezheim
7698,82165005033,Muggensturm
7699,82165005039,Ötigheim
7700,82165005043,"Rastatt, Stadt"
7701,82165005052,Steinmauern
7703,82165006028,"Lichtenau, Stadt"
7704,82165006063,Rheinmünster
7706,82165007022,Hügelsheim
7707,82165007049,Sinzheim
7710,82210000000,"Heidelberg, Stadt"
7713,82220000000,"Mannheim, Universitätsstadt"
7716,82250014014,"Buchen (Odenwald), Stadt"
7718,82250060060,Mudau
7720,82255001032,Hardheim
7721,82255001039,Höpfingen
7722,82255001109,"Walldürn, Stadt"
7724,82255002033,Haßmersheim
7725,82255002042,Hüffenhardt
7727,82255003002,Aglasterhausen
7728,82255003068,Neunkirchen
7729,82255003116,Schwarzach
7731,82255004024,Fahrenbach
7732,82255004052,Limbach
7734,82255005058,"Mosbach, Stadt"
7735,82255005067,Neckarzimmern
7736,82255005074,Obrigheim
7737,82255005117,Elztal
7739,82255006010,Binau
7740,82255006064,Neckargerach
7741,82255006113,Zwingenberg
7742,82255006118,Waldbrunn
7744,82255007075,"Osterburken, Stadt"
7745,82255007082,Rosenberg
7746,82255007114,"Ravenstein, Stadt"
7748,82255008009,Billigheim
7749,82255008115,Schefflenz
7751,82255009001,"Adelsheim, Stadt"
7752,82255009091,Seckach
7755,82260009009,Brühl
7757,82260012012,Dossenheim
7759,82260018018,"Eppelheim, Stadt"
7761,82260028028,Heddesheim
7763,82260036036,Ilvesheim
7765,82260037037,Ketsch
7767,82260038038,"Ladenburg, Stadt"
7769,82260041041,"Leimen, Stadt"
7771,82260060060,Nußloch
7773,82260062062,Oftersheim
7775,82260063063,Plankstadt
7777,82260076076,Sandhausen
7779,82260082082,"Schriesheim, Stadt"
7781,82260084084,"Schwetzingen, Stadt"
7783,82260095095,"Walldorf, Stadt"
7785,82260096096,"Weinheim, Stadt"
7787,82260103103,St. Leon-Rot
7789,82260105105,Edingen-Neckarhausen
7791,82260107107,Hirschberg an der Bergstraße
7793,82265001013,"Eberbach, Stadt"
7794,82265001081,Schönbrunn
7796,82265002020,Eschelbronn
7797,82265002048,Mauer
7798,82265002049,Meckesheim
7799,82265002086,Spechbach
7800,82265002104,Lobbach
7802,82265003031,"Hemsbach, Stadt"
7803,82265003040,Laudenbach
7805,82265004003,Altlußheim
7806,82265004032,"Hockenheim, Stadt"
7807,82265004059,Neulußheim
7808,82265004068,Reilingen
7810,82265005006,Bammental
7811,82265005022,Gaiberg
7812,82265005056,"Neckargemünd, Stadt"
7813,82265005097,Wiesenbach
7815,82265006046,Malsch
7816,82265006054,Mühlhausen
7817,82265006065,"Rauenberg, Stadt"
7819,82265007027,Heddesbach
7820,82265007029,Heiligkreuzsteinach
7821,82265007080,"Schönau, Stadt"
7822,82265007099,Wilhelmsfeld
7824,82265008085,"Sinsheim, Stadt"
7825,82265008101,Zuzenhausen
7826,82265008102,Angelbachtal
7828,82265009017,Epfenbach
7829,82265009055,"Neckarbischofsheim, Stadt"
7830,82265009058,Neidenstein
7831,82265009066,Reichartshausen
7832,82265009091,"Waibstadt, Stadt"
7833,82265009106,Helmstadt-Bargen
7835,82265010010,Dielheim
7836,82265010098,"Wiesloch, Stadt"
7839,82310000000,"Pforzheim, Stadt"
7842,82350065065,Schömberg
7844,82350080080,"Wildberg, Stadt"
7846,82355001006,"Altensteig, Stadt"
7847,82355001022,Egenhausen
7848,82355001066,Simmersfeld
7850,82355002007,Althengstett
7851,82355002029,Gechingen
7852,82355002057,Ostelsheim
7853,82355002067,Simmozheim
7855,82355003018,Dobel
7856,82355003033,"Bad Herrenalb, Stadt"
7858,82355004008,"Bad Liebenzell, Stadt"
7859,82355004073,Unterreichenbach
7861,82355005047,"Neubulach, Stadt"
7862,82355005050,Neuweiler
7863,82355005084,"Bad Teinach-Zavelstein, Stadt"
7865,82355006055,Oberreichenbach
7866,82355006085,"Calw, Stadt"
7868,82355007020,Ebhausen
7869,82355007032,"Haiterbach, Stadt"
7870,82355007046,"Nagold, Stadt"
7871,82355007060,Rohrdorf
7873,82355008025,Enzklösterle
7874,82355008035,Höfen an der Enz
7875,82355008079,"Bad Wildbad, Stadt"
7878,82360004004,Birkenfeld
7880,82360028028,Illingen
7882,82360030030,Ispringen
7884,82360033033,"Knittlingen, Stadt"
7886,82360046046,Niefern-Öschelbronn
7888,82360070070,Keltern
7890,82360071071,Remchingen
7892,82360072072,Straubenhardt
7894,82365001019,Friolzheim
7895,82365001025,"Heimsheim, Stadt"
7896,82365001039,Mönsheim
7897,82365001065,Wiernsheim
7898,82365001067,Wimsheim
7899,82365001068,Wurmberg
7901,82365002011,Eisingen
7902,82365002074,Kämpfelbach
7903,82365002076,Königsbach-Stein
7905,82365003038,"Maulbronn, Stadt"
7906,82365003061,Sternenfels
7908,82365004040,"Mühlacker, Stadt"
7909,82365004050,Ötisheim
7911,82365005013,Engelsbrand
7912,82365005043,"Neuenbürg, Stadt"
7914,82365006031,Kieselbronn
7915,82365006073,Neulingen
7916,82365006075,Ölbronn-Dürrn
7918,82365007044,Neuhausen
7919,82365007062,Tiefenbronn
7922,82370002002,"Alpirsbach, Stadt"
7924,82370004004,Baiersbronn
7926,82370045045,Loßburg
7928,82375001019,"Dornstetten, Stadt"
7929,82375001030,Glatten
7930,82375001061,Schopfloch
7931,82375001074,Waldachtal
7933,82375002028,"Freudenstadt, Stadt"
7934,82375002073,Seewald
7935,82375002075,Bad Rippoldsau-Schapbach
7937,82375003024,Empfingen
7938,82375003027,Eutingen im Gäu
7939,82375003040,"Horb am Neckar, Stadt"
7941,82375005032,Grömbach
7942,82375005054,Pfalzgrafenweiler
7943,82375005072,Wörnersberg
7947,83110000000,"Freiburg im Breisgau, Stadt"
7950,83150068068,Lenzkirch
7952,83150076076,"Neuenburg am Rhein, Stadt"
7954,83150133133,"Vogtsburg im Kaiserstuhl, Stadt"
7956,83155001006,"Bad Krozingen, Stadt"
7957,83155001048,Hartheim
7959,83155002015,"Breisach am Rhein, Stadt"
7960,83155002059,Ihringen
7961,83155002072,Merdingen
7963,83155003020,Buchenbach
7964,83155003064,Kirchzarten
7965,83155003084,Oberried
7966,83155003109,Stegen
7968,83155004014,Bollschweil
7969,83155004131,Ehrenkirchen
7971,83155005047,Gundelfingen
7972,83155005051,Heuweiler
7974,83155006008,Ballrechten-Dottingen
7975,83155006033,Eschbach
7976,83155006050,"Heitersheim, Stadt"
7978,83155007003,Au
7979,83155007056,Horben
7980,83155007073,Merzhausen
7981,83155007107,Sölden
7982,83155007125,Wittnau
7984,83155008016,Breitnau
7985,83155008052,Hinterzarten
7987,83155009013,Bötzingen
7988,83155009030,Eichstetten am Kaiserstuhl
7989,83155009043,Gottenheim
7991,83155010039,Friedenweiler
7992,83155010070,"Löffingen, Stadt"
7994,83155011115,Umkirch
7995,83155011132,March
7997,83155012004,Auggen
7998,83155012007,Badenweiler
7999,83155012022,Buggingen
8000,83155012074,"Müllheim, Stadt"
8001,83155012111,"Sulzburg, Stadt"
8003,83155013041,Glottertal
8004,83155013094,St. Märgen
8005,83155013095,St. Peter
8007,83155014028,Ebringen
8008,83155014089,Pfaffenweiler
8009,83155014098,Schallstadt
8011,83155015037,Feldberg (Schwarzwald)
8012,83155015102,Schluchsee
8014,83155016108,"Staufen im Breisgau, Stadt"
8015,83155016130,Münstertal/Schwarzwald
8017,83155017031,Eisenbach (Hochschwarzwald)
8018,83155017113,"Titisee-Neustadt, Stadt"
8021,83165001009,Denzlingen
8022,83165001036,Reute
8023,83165001045,Vörstetten
8025,83165002003,Biederbach
8026,83165002010,"Elzach, Stadt"
8027,83165002055,Winden im Elztal
8029,83165003011,"Emmendingen, Stadt"
8030,83165003024,Malterdingen
8031,83165003039,Sexau
8032,83165003043,Teningen
8033,83165003054,Freiamt
8035,83165004017,"Herbolzheim, Stadt"
8036,83165004020,"Kenzingen, Stadt"
8037,83165004049,Weisweil
8038,83165004053,Rheinhausen
8040,83165005002,Bahlingen am Kaiserstuhl
8041,83165005012,"Endingen am Kaiserstuhl, Stadt"
8042,83165005013,Forchheim
8043,83165005037,Riegel am Kaiserstuhl
8044,83165005038,Sasbach am Kaiserstuhl
8045,83165005051,Wyhl am Kaiserstuhl
8047,83165006014,Gutach im Breisgau
8048,83165006042,Simonswald
8049,83165006056,"Waldkirch, Stadt"
8052,83170005005,Appenweier
8054,83170031031,Friesenheim
8056,83170051051,"Hornberg, Stadt"
8058,83170057057,"Kehl, Stadt"
8060,83170141141,Willstätt
8062,83170151151,Neuried
8064,83170153153,"Rheinau, Stadt"
8066,83175001001,"Achern, Stadt"
8067,83175001068,Lauf
8068,83175001116,Sasbach
8069,83175001118,Sasbachwalden
8071,83175002026,"Ettenheim, Stadt"
8072,83175002073,"Mahlberg, Stadt"
8073,83175002113,Ringsheim
8074,83175002114,Rust
8075,83175002152,Kappel-Grafenhausen
8077,83175003009,Berghaupten
8078,83175003034,"Gengenbach, Stadt"
8079,83175003097,Ohlsbach
8081,83175004029,Fischerbach
8082,83175004040,"Haslach im Kinzigtal, Stadt"
8083,83175004046,Hofstetten
8084,83175004078,Mühlenbach
8085,83175004129,Steinach
8087,83175005039,Gutach (Schwarzwaldbahn)
8088,83175005041,"Hausach, Stadt"
8090,83175006056,Kappelrodeck
8091,83175006102,Ottenhöfen im Schwarzwald
8092,83175006126,Seebach
8094,83175007059,Kippenheim
8095,83175007065,"Lahr/Schwarzwald, Stadt"
8097,83175008008,Bad Peterstal-Griesbach
8098,83175008098,"Oppenau, Stadt"
8100,83175009067,Lautenbach
8101,83175009089,"Oberkirch, Stadt"
8102,83175009110,"Renchen, Stadt"
8104,83175010021,Durbach
8105,83175010047,Hohberg
8106,83175010096,"Offenburg, Stadt"
8107,83175010100,Ortenberg
8108,83175010122,Schutterwald
8110,83175011121,Schuttertal
8111,83175011127,Seelbach
8113,83175012075,Meißenheim
8114,83175012150,Schwanau
8116,83175013093,Oberwolfach
8117,83175013145,"Wolfach, Stadt"
8119,83175014011,Biberach
8120,83175014085,Nordrach
8121,83175014088,Oberharmersbach
8122,83175014146,"Zell am Harmersbach, Stadt"
8125,83250012012,"Dornhan, Stadt"
8127,83255001014,Dunningen
8128,83255001071,Eschbronn
8130,83255002015,Epfendorf
8131,83255002045,"Oberndorf am Neckar, Stadt"
8132,83255002070,Fluorn-Winzeln
8134,83255003011,Dietingen
8135,83255003049,"Rottweil, Stadt"
8136,83255003064,Wellendingen
8137,83255003069,Zimmern ob Rottweil
8138,83255003072,Deißlingen
8140,83255004050,Schenkenzell
8141,83255004051,"Schiltach, Stadt"
8143,83255005001,Aichhalden
8144,83255005024,Hardt
8145,83255005036,Lauterbach
8146,83255005053,"Schramberg, Stadt"
8148,83255006057,"Sulz am Neckar, Stadt"
8149,83255006061,Vöhringen
8151,83255007009,Bösingen
8152,83255007060,Villingendorf
8155,83260003003,"Bad Dürrheim, Stadt"
8157,83260005005,"Blumberg, Stadt"
8159,83260031031,Königsfeld im Schwarzwald
8161,83260052052,"St. Georgen im Schwarzwald, Stadt"
8163,83260068068,"Vöhrenbach, Stadt"
8165,83265001006,"Bräunlingen, Stadt"
8166,83265001012,"Donaueschingen, Stadt"
8167,83265001027,"Hüfingen, Stadt"
8169,83265002017,"Furtwangen im Schwarzwald, Stadt"
8170,83265002020,Gütenbach
8172,83265003054,Schönwald im Schwarzwald
8173,83265003055,Schonach im Schwarzwald
8174,83265003060,"Triberg im Schwarzwald, Stadt"
8176,83265004010,Dauchingen
8177,83265004037,Mönchweiler
8178,83265004041,Niedereschach
8179,83265004061,Tuningen
8180,83265004065,Unterkirnach
8181,83265004074,"Villingen-Schwenningen, Stadt"
8182,83265004075,Brigachtal
8185,83275001004,Bärenthal
8186,83275001008,Buchheim
8187,83275001016,"Fridingen an der Donau, Stadt"
8188,83275001027,Irndorf
8189,83275001030,Kolbingen
8190,83275001036,"Mühlheim an der Donau, Stadt"
8191,83275001041,Renquishausen
8193,83275002007,Bubsheim
8194,83275002009,Deilingen
8195,83275002013,Egesheim
8196,83275002019,Gosheim
8197,83275002029,Königsheim
8198,83275002040,Reichenbach am Heuberg
8199,83275002051,Wehingen
8201,83275003018,"Geisingen, Stadt"
