,ags,name
3940,64380001001,"Dietzenbach, Kreisstadt"
3942,64380002002,"Dreieich, Stadt"
3944,64380003003,Egelsbach
3946,64380004004,Hainburg
3948,64380005005,"Heusenstamm, Stadt"
3950,64380006006,"Langen (Hessen), Stadt"
3952,64380007007,Mainhausen
3954,64380008008,"Mühlheim am Main, Stadt"
3956,64380009009,"Neu-Isenburg, Stadt"
3958,64380010010,"Obertshausen, Stadt"
3960,64380011011,"Rodgau, Stadt"
3962,64380012012,"Rödermark, Stadt"
3964,64380013013,"Seligenstadt, Stadt"
3967,64390001001,Aarbergen
3969,64390002002,"Bad Schwalbach, Kreisstadt"
3971,64390003003,"Eltville am Rhein, Stadt"
3973,64390004004,"Geisenheim, Stadt"
3975,64390005005,Heidenrod
3977,64390006006,Hohenstein
3979,64390007007,Hünstetten
3981,64390008008,"Idstein, Stadt"
3983,64390009009,Kiedrich
3985,64390010010,"Lorch, Stadt"
3987,64390011011,Niedernhausen
3989,64390012012,"Oestrich-Winkel, Stadt"
3991,64390013013,"Rüdesheim am Rhein, Stadt"
3993,64390014014,Schlangenbad
3995,64390015015,"Taunusstein, Stadt"
3997,64390016016,Waldems
3999,64390017017,Walluf
4002,64400001001,Altenstadt
4004,64400002002,"Bad Nauheim, Stadt"
4006,64400003003,"Bad Vilbel, Stadt"
4008,64400004004,"Büdingen, Stadt"
4010,64400005005,"Butzbach, Stadt"
4012,64400006006,Echzell
4014,64400007007,"Florstadt, Stadt"
4016,64400008008,"Friedberg (Hessen), Kreisstadt"
4018,64400009009,"Gedern, Stadt"
4020,64400010010,Glauburg
4022,64400011011,Hirzenhain
4024,64400012012,"Karben, Stadt"
4026,64400013013,Kefenrod
4028,64400014014,Limeshain
4030,64400015015,"Münzenberg, Stadt"
4032,64400016016,"Nidda, Stadt"
4034,64400017017,"Niddatal, Stadt"
4036,64400018018,Ober-Mörlen
4038,64400019019,"Ortenberg, Stadt"
4040,64400020020,Ranstadt
4042,64400021021,"Reichelsheim (Wetterau), Stadt"
4044,64400022022,Rockenberg
4046,64400023023,"Rosbach v. d. Höhe, Stadt"
4048,64400024024,Wölfersheim
4050,64400025025,Wöllstadt
4054,65310001001,"Allendorf (Lumda), Stadt"
4056,65310002002,Biebertal
4058,65310003003,Buseck
4060,65310004004,Fernwald
4062,65310005005,"Gießen, Universitätsstadt"
4064,65310006006,"Grünberg, Stadt"
4066,65310007007,Heuchelheim
4068,65310008008,"Hungen, Stadt"
4070,65310009009,Langgöns
4072,65310010010,"Laubach, Stadt"
4074,65310011011,"Lich, Stadt"
4076,65310012012,"Linden, Stadt"
4078,65310013013,"Lollar, Stadt"
4080,65310014014,"Pohlheim, Stadt"
4082,65310015015,Rabenau
4084,65310016016,Reiskirchen
4086,65310017017,"Staufenberg, Stadt"
4088,65310018018,Wettenberg
4091,65320001001,"Aßlar, Stadt"
4093,65320002002,Bischoffen
4095,65320003003,"Braunfels, Stadt"
4097,65320004004,Breitscheid
4099,65320005005,Dietzhölztal
4101,65320006006,"Dillenburg, Stadt"
4103,65320007007,Driedorf
4105,65320008008,Ehringshausen
4107,65320009009,Eschenburg
4109,65320010010,Greifenstein
4111,65320011011,"Haiger, Stadt"
4113,65320012012,"Herborn, Stadt"
4115,65320013013,Hohenahr
4117,65320014014,Hüttenberg
4119,65320015015,Lahnau
4121,65320016016,"Leun, Stadt"
4123,65320017017,Mittenaar
4125,65320018018,Schöffengrund
4127,65320019019,Siegbach
4129,65320020020,Sinn
4131,65320021021,"Solms, Stadt"
4133,65320022022,Waldsolms
4135,65320023023,"Wetzlar, Stadt"
4138,65330001001,Beselich
4140,65330002002,Brechen
4142,65330003003,"Bad Camberg, Stadt"
4144,65330004004,Dornburg
4146,65330005005,Elbtal
4148,65330006006,Elz
4150,65330007007,"Hadamar, Stadt"
4152,65330008008,Hünfelden
4154,65330009009,"Limburg a.d. Lahn, Kreisstadt"
4156,65330010010,Löhnberg
4158,65330011011,"Mengerskirchen, Marktflecken"
4160,65330012012,"Merenberg, Marktflecken"
4162,65330013013,"Runkel, Stadt"
4164,65330014014,Selters (Taunus)
4166,65330015015,"Villmar, Marktflecken"
4168,65330016016,Waldbrunn (Westerwald)
4170,65330017017,"Weilburg, Stadt"
4172,65330018018,"Weilmünster, Marktflecken"
4174,65330019019,Weinbach
4177,65340001001,"Amöneburg, Stadt"
4179,65340002002,Angelburg
4181,65340003003,Bad Endbach
4183,65340004004,"Biedenkopf, Stadt"
4185,65340005005,Breidenbach
4187,65340006006,Cölbe
4189,65340007007,Dautphetal
4191,65340008008,Ebsdorfergrund
4193,65340009009,Fronhausen
4195,65340010010,"Gladenbach, Stadt"
4197,65340011011,"Kirchhain, Stadt"
4199,65340012012,Lahntal
4201,65340013013,Lohra
4203,65340014014,"Marburg, Universitätsstadt"
4205,65340015015,Münchhausen
4207,65340016016,"Neustadt (Hessen), Stadt"
4209,65340017017,"Rauschenberg, Stadt"
4211,65340018018,"Stadtallendorf, Stadt"
4213,65340019019,Steffenberg
4215,65340020020,Weimar (Lahn)
4217,65340021021,"Wetter (Hessen), Stadt"
4219,65340022022,Wohratal
4222,65350001001,"Alsfeld, Stadt"
4224,65350002002,Antrifttal
4226,65350003003,Feldatal
4228,65350004004,Freiensteinau
4230,65350005005,Gemünden (Felda)
4232,65350006006,"Grebenau, Stadt"
4234,65350007007,Grebenhain
4236,65350008008,"Herbstein, Stadt"
4238,65350009009,"Homberg (Ohm), Stadt"
4240,65350010010,"Kirtorf, Stadt"
4242,65350011011,"Lauterbach (Hessen), Kreisstadt"
4244,65350012012,Lautertal (Vogelsberg)
4246,65350013013,Mücke
4248,65350014014,"Romrod, Stadt"
4250,65350015015,"Schlitz, Stadt"
4252,65350016016,"Schotten, Stadt"
4254,65350017017,Schwalmtal
4256,65350018018,"Ulrichstein, Stadt"
4258,65350019019,Wartenberg
4262,66110000000,"Kassel, documenta-Stadt"
4265,66310001001,Bad Salzschlirf
4267,66310002002,Burghaun
4269,66310003003,Dipperz
4271,66310004004,Ebersburg
4273,66310005005,Ehrenberg (Rhön)
4275,66310006006,Eichenzell
4277,66310007007,Eiterfeld
4279,66310008008,Flieden
4281,66310009009,"Fulda, Stadt"
4283,66310010010,"Gersfeld (Rhön), Stadt"
4285,66310011011,Großenlüder
4287,66310012012,Hilders
4289,66310013013,Hofbieber
4291,66310014014,Hosenfeld
4293,66310015015,"Hünfeld, Konrad-Zuse-Stadt"
4295,66310016016,Kalbach
4297,66310017017,Künzell
4299,66310018018,Neuhof
4301,66310019019,Nüsttal
4303,66310020020,Petersberg
4305,66310021021,Poppenhausen (Wasserkuppe)
4307,66310022022,Rasdorf
4309,66310023023,"Tann (Rhön), Stadt"
4312,66320001001,Alheim
4314,66320002002,"Bad Hersfeld, Kreisstadt"
4316,66320003003,"Bebra, Stadt"
4318,66320004004,Breitenbach a. Herzberg
4320,66320005005,Cornberg
4322,66320006006,Friedewald
4324,66320007007,Hauneck
4326,66320008008,Haunetal
4328,66320009009,"Heringen (Werra), Stadt"
4330,66320010010,Hohenroda
4332,66320011011,Kirchheim
4334,66320012012,Ludwigsau
4336,66320013013,Nentershausen
4338,66320014014,Neuenstein
4340,66320015015,Niederaula
4342,66320016016,Philippsthal (Werra)
4344,66320017017,Ronshausen
4346,66320018018,"Rotenburg a. d. Fulda, Stadt"
4348,66320019019,Schenklengsfeld
4350,66320020020,Wildeck
4353,66330001001,Ahnatal
4355,66330002002,"Bad Karlshafen, Stadt"
4357,66330003003,"Baunatal, Stadt"
4359,66330004004,Breuna
4361,66330005005,Calden
4363,66330006006,Bad Emstal
4365,66330007007,Espenau
4367,66330008008,Fuldabrück
4369,66330009009,Fuldatal
4371,66330010010,"Grebenstein, Stadt"
4373,66330011011,Habichtswald
4375,66330012012,Helsa
4377,66330013013,"Hofgeismar, Stadt"
4379,66330014014,"Immenhausen, Stadt"
4381,66330015015,Kaufungen
4383,66330016016,"Liebenau, Stadt"
4385,66330017017,Lohfelden
4387,66330018018,"Naumburg, Stadt"
4389,66330019019,Nieste
4391,66330020020,Niestetal
4393,66330021021,Oberweser
4395,66330022022,Reinhardshagen
4397,66330023023,Schauenburg
4399,66330024024,Söhrewald
4401,66330025025,"Trendelburg, Stadt"
4403,66330026026,"Vellmar, Stadt"
4405,66330027027,Wahlsburg
4407,66330028028,"Wolfhagen, Stadt"
4409,66330029029,"Zierenberg, Stadt"
4412,66340001001,"Borken (Hessen), Stadt"
4414,66340002002,Edermünde
4416,66340003003,"Felsberg, Stadt"
4418,66340004004,Frielendorf
4420,66340005005,"Fritzlar, Dom- und Kaiserstadt"
4422,66340006006,Gilserberg
4424,66340007007,"Gudensberg, Stadt"
4426,66340008008,Guxhagen
4428,66340009009,"Homberg (Efze), Kreisstadt"
4430,66340010010,Jesberg
4432,66340011011,Knüllwald
4434,66340012012,Körle
4436,66340013013,Malsfeld
4438,66340014014,"Melsungen, Stadt"
4440,66340015015,Morschen
4442,66340016016,Neuental
4444,66340017017,"Neukirchen, Stadt"
4446,66340018018,"Niedenstein, Stadt"
4448,66340019019,Oberaula
4450,66340020020,Ottrau
4452,66340021021,Schrecksbach
4454,66340022022,"Schwalmstadt, Stadt"
4456,66340023023,"Schwarzenborn, Stadt"
4458,66340024024,"Spangenberg, Liebenbachstadt"
4460,66340025025,Wabern
4462,66340026026,Willingshausen
4464,66340027027,Bad Zwesten
4467,66350001001,Allendorf (Eder)
4469,66350002002,"Bad Arolsen, Stadt"
4471,66350003003,"Bad Wildungen, Stadt"
4473,66350004004,"Battenberg (Eder), Stadt"
4475,66350005005,Bromskirchen
4477,66350006006,Burgwald
4479,66350007007,Diemelsee
4481,66350008008,"Diemelstadt, Stadt"
4483,66350009009,Edertal
4485,66350010010,"Frankenau, Stadt"
4487,66350011011,"Frankenberg (Eder), Stadt"
4489,66350012012,"Gemünden (Wohra), Stadt"
4491,66350013013,Haina (Kloster)
4493,66350014014,"Hatzfeld (Eder), Stadt"
4495,66350015015,"Korbach, Kreisstadt"
4497,66350016016,"Lichtenfels, Stadt"
4499,66350017017,"Rosenthal, Stadt"
4501,66350018018,Twistetal
4503,66350019019,Vöhl
4505,66350020020,"Volkmarsen, Stadt"
4507,66350021021,"Waldeck, Stadt"
4509,66350022022,Willingen (Upland)
4512,66360001001,"Bad Sooden-Allendorf, Stadt"
4514,66360002002,Berkatal
4516,66360003003,"Eschwege, Kreisstadt"
4518,66360004004,"Großalmerode, Stadt"
4520,66360005005,Herleshausen
4522,66360006006,"Hessisch Lichtenau, Stadt"
4524,66360007007,Meinhard
4526,66360008008,Meißner
4528,66360009009,Neu-Eichenberg
4530,66360010010,Ringgau
4532,66360011011,"Sontra, Stadt"
4534,66360012012,"Waldkappel, Stadt"
4536,66360013013,"Wanfried, Stadt"
4538,66360014014,Wehretal
4540,66360015015,Weißenborn
4542,66360016016,"Witzenhausen, Stadt"
4547,71110000000,"Koblenz, Stadt"
4550,71310007007,"Bad Neuenahr-Ahrweiler, Stadt"
4552,71310070070,"Remagen, Stadt"
4554,71310077077,"Sinzig, Stadt"
4556,71310090090,Grafschaft
4558,71315001001,"Adenau, Stadt"
4559,71315001004,Antweiler
4560,71315001005,Aremberg
4561,71315001008,Barweiler
4562,71315001009,Bauler
4563,71315001015,Dankerath
4564,71315001018,Dorsel
4565,71315001021,Eichenbach
4566,71315001022,Fuchshofen
4567,71315001026,Harscheid
4568,71315001028,Herschbroich
4569,71315001030,Hoffeld
4570,71315001032,Honerath
4571,71315001033,Hümmel
4572,71315001034,Insul
4573,71315001037,Kaltenborn
4574,71315001042,Kottenborn
4575,71315001044,Leimbach
4576,71315001050,Meuspath
4577,71315001051,Müllenbach
4578,71315001052,Müsch
4579,71315001058,Nürburg
4580,71315001062,Ohlenhard
4581,71315001065,Pomster
4582,71315001066,Quiddelbach
4583,71315001069,Reifferscheid
4584,71315001072,Rodder
4585,71315001074,Schuld
4586,71315001075,Senscheid
4587,71315001076,Sierscheid
4588,71315001079,Trierscheid
4589,71315001082,Wershofen
4590,71315001083,Wiesemscheid
4591,71315001084,Wimbach
4592,71315001085,Winnerath
4593,71315001086,Wirft
4594,71315001501,Dümpelfeld
4596,71315002002,Ahrbrück
4597,71315002003,Altenahr
4598,71315002011,Berg
4599,71315002017,Dernau
4600,71315002027,Heckenbach
4601,71315002029,Hönningen
4602,71315002036,Kalenborn
4603,71315002039,Kesseling
4604,71315002040,Kirchsahr
4605,71315002047,Lind
4606,71315002049,Mayschoß
4607,71315002068,Rech
4609,71315003006,"Bad Breisig, Stadt"
4610,71315003014,Brohl-Lützing
4611,71315003025,Gönnersdorf
4612,71315003081,Waldorf
4614,71315004016,Dedenbach
4615,71315004041,Königsfeld
4616,71315004054,Niederdürenbach
4617,71315004055,Niederzissen
4618,71315004059,Oberdürenbach
4619,71315004060,Oberzissen
4620,71315004073,Schalkenbach
4621,71315004201,Brenk
4622,71315004202,Burgbrohl
4623,71315004204,Galenberg
4624,71315004205,Glees
4625,71315004206,Hohenleimbach
4626,71315004208,Spessart
4627,71315004209,Wassenach
4628,71315004210,Wehr
4629,71315004211,Weibern
4630,71315004502,Kempenich
4633,71320050050,"Herdorf, Stadt"
4635,71325001001,Almersbach
4636,71325001004,Bachenberg
4637,71325001009,Birnbach
4638,71325001017,Busenhausen
4639,71325001022,Eichelhardt
4640,71325001027,Ersfeld
4641,71325001031,Fiersbach
4642,71325001033,Fluterschen
4643,71325001035,Forstmehren
4644,71325001040,Gieleroth
4645,71325001046,Hasselbach
4646,71325001047,Helmenzen
4647,71325001048,Helmeroth
4648,71325001049,Hemmelzen
4649,71325001051,Heupelzen
4650,71325001052,Hilgenroth
4651,71325001053,Hirz-Maulsbach
4652,71325001056,Idelberg
4653,71325001057,Ingelbach
4654,71325001058,Isert
4655,71325001061,Kettenhausen
4656,71325001062,Kircheib
4657,71325001064,Kraam
4658,71325001067,Mammelzen
4659,71325001069,Mehren
4660,71325001070,Michelbach (Westerwald)
4661,71325001074,Neitersen
4662,71325001081,Obererbach (Westerwald)
4663,71325001082,Oberirsen
4664,71325001086,Oberwambach
4665,71325001087,Ölsen
4666,71325001092,Racksen
4667,71325001094,Rettersen
4668,71325001099,Schöneberg
4669,71325001106,Sörth
4670,71325001109,Stürzelbach
4671,71325001110,Volkerzen
4672,71325001114,Werkhausen
4673,71325001115,Weyerbusch
4674,71325001118,Wölmersen
4675,71325001201,Berod bei Hachenburg
4676,71325001501,"Altenkirchen (Westerwald), Stadt"
4678,71325002002,Alsdorf
4679,71325002006,"Betzdorf, Stadt"
4680,71325002042,Grünebach
4681,71325002098,Scheuerfeld
4682,71325002111,Wallmenroth
4684,71325003018,Daaden
4685,71325003019,Derschen
4686,71325003026,Emmerzhausen
4687,71325003036,Friedewald
4688,71325003068,Mauden
4689,71325003075,Niederdreisbach
4690,71325003079,Nisterberg
4691,71325003101,Schutzbach
4692,71325003113,Weitefeld
4694,71325004005,Berzhausen
4695,71325004015,Bürdenbach
4696,71325004016,Burglahr
4697,71325004023,Eichen
4698,71325004029,Eulenberg
4699,71325004032,Flammersfeld
4700,71325004041,Giershausen
4701,71325004043,Güllesheim
4702,71325004055,Horhausen (Westerwald)
4703,71325004060,Kescheid
4704,71325004065,Krunkel
4705,71325004078,Niedersteinebach
4706,71325004083,Oberlahr
4707,71325004084,Obernau
4708,71325004085,Obersteinebach
4709,71325004088,Orfgen
4710,71325004089,Peterslahr
4711,71325004090,Pleckhausen
4712,71325004093,Reiferscheid
4713,71325004097,Rott
4714,71325004100,Schürdt
4715,71325004103,Seelbach (Westerwald)
4716,71325004104,Seifen
4717,71325004112,Walterschen
4718,71325004116,Willroth
4719,71325004119,Ziegenhain
4721,71325005020,Dickendorf
4722,71325005024,Elben
4723,71325005025,Elkenroth
4724,71325005030,Fensdorf
4725,71325005039,Gebhardshain
4726,71325005059,Kausen
4727,71325005066,Malberg
4728,71325005071,Molzhain
4729,71325005073,Nauroth
4730,71325005095,Rosenheim (Landkreis Altenkirchen)
4731,71325005107,Steinebach/ Sieg
4732,71325005108,Steineroth
4734,71325006007,Birkenbeul
4735,71325006010,Bitzen
4736,71325006013,Breitscheidt
4737,71325006014,Bruchertseifen
4738,71325006028,Etzbach
4739,71325006034,Forst
4740,71325006038,Fürthen
4741,71325006044,Hamm (Sieg)
4742,71325006077,Niederirsen
4743,71325006091,Pracht
4744,71325006096,Roth
4745,71325006102,Seelbach bei Hamm (Sieg)
4747,71325007012,Brachbach
4748,71325007037,Friesenhagen
4749,71325007045,Harbach
4750,71325007063,"Kirchen (Sieg), Stadt"
4751,71325007072,Mudersbach
4752,71325007076,Niederfischbach
4754,71325008008,Birken-Honigsessen
4755,71325008011,Mittelhof
4756,71325008054,Hövels
4757,71325008080,Katzwinkel (Sieg)
4758,71325008105,Selbach (Sieg)
4759,71325008117,"Wissen, Stadt"
4762,71330006006,"Bad Kreuznach, Stadt"
4764,71330052052,"Kirn, Stadt"
4766,71335001012,Biebelsheim
4767,71335001031,Frei-Laubersheim
4768,71335001032,Fürfeld
4769,71335001037,Hackenheim
4770,71335001069,Neu-Bamberg
4771,71335001078,Pfaffen-Schwabenheim
4772,71335001080,Pleitersheim
4773,71335001104,Tiefenthal
4774,71335001106,Volxheim
4776,71335002003,Altenbamberg
4777,71335002007,"Bad Münster am Stein-Ebernburg, Stadt"
4778,71335002027,Duchroth
4779,71335002030,Feilbingert
4780,71335002039,Hallgarten
4781,71335002045,Hochstätten
4782,71335002070,Niederhausen
4783,71335002071,Norheim
4784,71335002074,Oberhausen an der Nahe
4785,71335002105,Traisen
4787,71335003008,Bärenbach
4788,71335003010,Becherbach bei Kirn
4789,71335003016,Brauweiler
4790,71335003038,Hahnenbach
4791,71335003041,Heimweiler
4792,71335003042,Heinzenberg
4793,71335003043,Hennweiler
4794,71335003046,Hochstetten-Dhaun
4795,71335003047,Horbach
4796,71335003059,Limbach
4797,71335003063,Meckenbach
4798,71335003073,Oberhausen bei Kirn
4799,71335003077,Otzweiler
4800,71335003096,Simmertal
4801,71335003113,Weitersborn
4802,71335003201,Bruschied
4803,71335003202,Kellenbach
4804,71335003203,Königsau
4805,71335003204,Schneppenbach
4806,71335003205,Schwarzerden
4808,71335004018,Bretzenheim
4809,71335004026,Dorsheim
4810,71335004035,Guldental
4811,71335004054,Langenlonsheim
4812,71335004056,Laubenheim
4813,71335004087,Rümmelsheim
4814,71335004114,Windesheim
4816,71335005001,Abtweiler
4817,71335005011,Becherbach
4818,71335005017,Breitenheim
4819,71335005020,Callbach
4820,71335005024,Desloch
4821,71335005049,Hundsbach
4822,71335005051,Jeckenbach
4823,71335005058,Lettweiler
4824,71335005060,Löllbach
4825,71335005065,"Meisenheim, Stadt"
4826,71335005081,Raumbach
4827,71335005083,Rehborn
4828,71335005084,Reiffelbach
4829,71335005090,Schmittweiler
4830,71335005092,Schweinschied
4832,71335006002,Allenfeld
4833,71335006004,Argenschwang
4834,71335006013,Bockenau
4835,71335006014,Boos
4836,71335006015,Braunweiler
4837,71335006019,Burgsponheim
4838,71335006021,Dalberg
4839,71335006033,Gebroth
4840,71335006036,Gutenberg
4841,71335006040,Hargesheim
4842,71335006044,Hergenfeld
4843,71335006048,Hüffelsheim
4844,71335006061,Mandel
4845,71335006068,Münchwald
4846,71335006075,Oberstreit
4847,71335006086,Roxheim
4848,71335006088,Sankt Katharinen
4849,71335006089,Schloßböckelheim
4850,71335006098,Sommerloch
4851,71335006099,Spabrücken
4852,71335006100,Spall
4853,71335006101,Sponheim
4854,71335006107,Waldböckelheim
4855,71335006109,Wallhausen
4856,71335006112,Weinsheim
4857,71335006115,Winterbach
4858,71335006117,Rüdesheim
4860,71335007005,Auen
4861,71335007009,Bärweiler
4862,71335007022,Daubach
4863,71335007050,Ippenschied
4864,71335007053,Kirschroth
4865,71335007055,Langenthal
4866,71335007057,Lauschied
4867,71335007062,Martinstein
4868,71335007064,Meddersheim
4869,71335007066,Merxheim
4870,71335007067,Monzingen
4871,71335007072,Nußbaum
4872,71335007076,Odernheim am Glan
4873,71335007082,Rehbach
4874,71335007094,Seesbach
4875,71335007102,Staudernheim
4876,71335007111,Weiler bei Monzingen
4877,71335007116,Winterburg
4878,71335007501,"Bad Sobernheim, Stadt"
4880,71335008023,Daxweiler
4881,71335008025,Dörrebach
4882,71335008028,Eckenroth
4883,71335008085,Roth
4884,71335008091,Schöneberg
4885,71335008093,Schweppenhausen
4886,71335008095,Seibersbach
4887,71335008103,"Stromberg, Stadt"
4888,71335008108,Waldlaubersheim
4889,71335008110,Warmsroth
4892,71340045045,"Idar-Oberstein, Stadt"
4894,71345001005,"Baumholder, Stadt"
4895,71345001007,Berglangenbach
4896,71345001008,Berschweiler bei Baumholder
4897,71345001021,Eckersweiler
4898,71345001026,Fohren-Linden
4899,71345001027,Frauenberg
4900,71345001033,Hahnweiler
4901,71345001036,Heimbach
4902,71345001051,Leitzweiler
4903,71345001054,Mettweiler
4904,71345001068,Reichenbach
4905,71345001073,Rohrbach
4906,71345001074,Rückweiler
4907,71345001075,Ruschberg
4909,71345002001,Abentheuer
4910,71345002002,Achtelsbach
4911,71345002010,"Birkenfeld, Stadt"
4912,71345002011,Börfink
4913,71345002015,Brücken
4914,71345002016,Buhlenberg
4915,71345002018,Dambach
4916,71345002020,Dienstweiler
4917,71345002022,Elchweiler
4918,71345002023,Ellenberg
4919,71345002024,Ellweiler
4920,71345002029,Gimbweiler
4921,71345002031,Gollenberg
4922,71345002034,Hattgenstein
4923,71345002042,Hoppstädten-Weiersbach
4924,71345002048,Kronweiler
4925,71345002050,Leisel
4926,71345002053,Meckenbach
4927,71345002057,Niederbrombach
4928,71345002058,Niederhambach
4929,71345002061,Nohen
4930,71345002062,Oberbrombach
4931,71345002063,Oberhambach
4932,71345002070,Rimsberg
4933,71345002071,Rinzenberg
4934,71345002072,Rötsweiler-Nockenthal
4935,71345002078,Schmißberg
4936,71345002080,Schwollen
4937,71345002084,Siesbach
4938,71345002085,Sonnenberg-Winnenberg
4939,71345002094,Wilzenberg-Hußweiler
4941,71345003003,Allenbach
4942,71345003006,Bergen
4943,71345003009,Berschweiler bei Kirn
4944,71345003013,Breitenthal
4945,71345003014,Bruchweiler
4946,71345003019,Dickesbach
4947,71345003025,Fischbach
4948,71345003028,Gerach
4949,71345003032,Griebelschied
4950,71345003038,Herborn
4951,71345003039,Herrstein
4952,71345003040,Hettenrodt
4953,71345003041,Hintertiefenbach
4954,71345003046,Kempfeld
4955,71345003047,Kirschweiler
4956,71345003052,Mackenrodt
4957,71345003055,Mittelreidenbach
4958,71345003056,Mörschied
4959,71345003059,Niederhosenbach
4960,71345003060,Niederwörresbach
4961,71345003064,Oberhosenbach
4962,71345003066,Oberreidenbach
4963,71345003067,Oberwörresbach
4964,71345003077,Schmidthachenbach
4965,71345003081,Sensweiler
4966,71345003082,Sien
4967,71345003083,Sienhachenbach
4968,71345003086,Sonnschied
4969,71345003089,Veitsrodt
4970,71345003090,Vollmersbach
4971,71345003091,Weiden
4972,71345003093,Wickenrodt
4973,71345003095,Wirschweiler
4974,71345003502,Langweiler
4976,71345004004,Asbach
4977,71345004012,Bollenbach
4978,71345004017,Bundenbach
4979,71345004030,Gösenroth
4980,71345004035,Hausen
4981,71345004037,Hellertshausen
4982,71345004043,Horbruch
4983,71345004044,Hottenbach
4984,71345004049,Krummenau
4985,71345004065,Oberkirn
4986,71345004069,Rhaunen
4987,71345004076,Schauren
4988,71345004079,Schwerbach
4989,71345004087,Stipshausen
4990,71345004088,Sulzbach
4991,71345004092,Weitersbach
4994,71355001007,Beilstein
4995,71355001012,Bremm
4996,71355001015,Briedern
4997,71355001017,Bruttig-Fankel
4998,71355001020,"Cochem, Stadt"
4999,71355001021,Dohr
5000,71355001024,Ediger-Eller
5001,71355001025,Ellenz-Poltersdorf
5002,71355001027,Ernst
5003,71355001029,Faid
5004,71355001036,Greimersburg
5005,71355001049,Klotten
5006,71355001060,Mesenich
5007,71355001069,Nehren
5008,71355001079,Senheim
5009,71355001086,Valwig
5010,71355001090,Wirfus
5012,71355002011,Brachtendorf
5013,71355002023,Düngenheim
5014,71355002026,Eppenberg
5015,71355002028,Eulgem
5016,71355002033,Gamlen
5017,71355002038,Hambuch
5018,71355002040,Hauroth
5019,71355002042,Illerich
5020,71355002043,Kaifenheim
5021,71355002045,"Kaisersesch, Stadt"
5022,71355002046,Kalenborn
5023,71355002051,Landkern
5024,71355002052,Laubach
5025,71355002058,Masburg
5026,71355002067,Müllenbach
5027,71355002084,Urmersbach
5028,71355002093,Zettingen
5029,71355002502,Leienkaul
5031,71355003002,Alflen
5032,71355003005,Auderath
5033,71355003008,Beuren
5034,71355003018,Büchel
5035,71355003030,Filz
5036,71355003034,Gevenich
5037,71355003035,Gillenbeuren
5038,71355003048,Kliding
5039,71355003057,Lutzerath
5040,71355003078,Schmitt
5041,71355003083,"Ulmen, Stadt"
5042,71355003085,Urschmitt
5043,71355003087,Wagenhausen
5044,71355003089,Weiler
5045,71355003091,Wollmerath
5046,71355003501,Bad Bertrich
5048,71355004009,Binningen
5049,71355004014,Brieden
5050,71355004016,Brohl
5051,71355004022,Dünfus
5052,71355004031,Forst (Eifel)
5053,71355004044,Kail
5054,71355004050,Lahr
5055,71355004053,Lieg
5056,71355004056,Lütz
5057,71355004062,Möntenich
5058,71355004063,Mörsdorf
5059,71355004065,Moselkern
5060,71355004066,Müden (Mosel)
5061,71355004072,Pommern
5062,71355004075,Roes
5063,71355004082,Treis-Karden
5064,71355004094,Zilshausen
5066,71355005001,Alf
5067,71355005003,Altlay
5068,71355005004,Altstrimmig
5069,71355005010,Blankenrath
5070,71355005013,Briedel
5071,71355005019,Bullay
5072,71355005032,Forst (Hunsrück)
5073,71355005037,Grenderich
5074,71355005039,Haserich
5075,71355005041,Hesweiler
5076,71355005054,Liesenich
5077,71355005061,Mittelstrimmig
5078,71355005064,Moritzheim
5079,71355005068,Neef
5080,71355005070,Panzweiler
5081,71355005071,Peterswald-Löffelscheid
5082,71355005073,Pünderich
5083,71355005074,Reidenhausen
5084,71355005076,Sankt Aldegund
5085,71355005077,Schauren
5086,71355005080,Sosberg
5087,71355005081,Tellig
5088,71355005088,Walhausen
5089,71355005092,"Zell (Mosel), Stadt"
5092,71370003003,"Andernach, Stadt"
5094,71370068068,"Mayen, Stadt"
5096,71370203203,"Bendorf, Stadt"
5098,71375001056,Kretz
5099,71375001057,Kruft
5100,71375001081,Nickenich
5101,71375001088,Plaidt
5102,71375001096,Saffig
5104,71375002023,Einig
5105,71375002027,Gappenach
5106,71375002029,Gering
5107,71375002030,Gierschnach
5108,71375002041,Kalt
5109,71375002048,Kerben
5110,71375002053,Kollig
5111,71375002065,Lonnig
5112,71375002070,Mertloch
5113,71375002080,Naunheim
5114,71375002086,Ochtendung
5115,71375002087,Pillig
5116,71375002089,"Polch, Stadt"
5117,71375002095,Rüber
5118,71375002102,Trimbs
5119,71375002112,Welling
5120,71375002114,Wierschem
5121,71375002501,"Münstermaifeld, Stadt"
5123,71375003001,Acht
5124,71375003004,Anschau
5125,71375003006,Arft
5126,71375003007,Baar
5127,71375003011,Bermel
5128,71375003014,Boos
5129,71375003019,Ditscheid
5130,71375003025,Ettringen
5131,71375003034,Hausten
5132,71375003035,Herresbach
5133,71375003036,Hirten
5134,71375003043,Kehrig
5135,71375003049,Kirchwald
5136,71375003055,Kottenheim
5137,71375003060,Langenfeld
5138,71375003061,Langscheid
5139,71375003063,Lind
5140,71375003066,Luxem
5141,71375003074,Monreal
5142,71375003077,Münk
5143,71375003079,Nachtsheim
5144,71375003092,Reudelsterz
5145,71375003097,Sankt Johann
5146,71375003099,Siebenbach
5147,71375003105,Virneburg
5148,71375003110,Weiler
5149,71375003113,Welschenbach
5151,71375004008,Bell
