"","area","heat"
"1433","032515402013","318.894936717899"
"1434","032515402014","324.364303143921"
"1435","032515402017","323.953966538527"
"1436","032515403002","324.897803184993"
"1437","032515403010","320.358764880563"
"1438","032515403016","308.397983140908"
"1439","032515403026","316.420907470158"
"1440","032515403033","318.658630909499"
"1441","032515403039","307.217793753448"
"1442","032515404003","301.017160043024"
"1443","032515404004","322.417584511712"
"1444","032515404018","296.948459595486"
"1445","032515404021","323.569092693672"
"1446","032515404043","312.902613061795"
"1447","032515404045","313.248593078956"
"1448","032515405006","328.811654815065"
"1449","032515405011","353.292325612239"
"1450","032515405019","333.995040667765"
"1451","032515405030","328.287180378416"
"1452","032515405046","309.931873956296"
"1453","032515406001","321.379501102543"
"1454","032515406015","310.037650621032"
"1455","032515406028","330.181086885868"
"1456","032515406031","332.985299223217"
"1457","032515406032","324.409695115299"
"1458","032515406038","307.219907252218"
"1459","032515407008","323.615747043254"
"1460","032515407024","352.261026506426"
"1461","032515407027","303.604262839011"
"1462","032515407034","328.824236367371"
"1463","032515407035","326.976484357122"
"1464","032520001001","308.798046513453"
"1465","032520002002","310.7338079895"
"1466","032520003003","318.477837582408"
"1467","032520004004","316.896343110386"
"1468","032520005005","308.693602418447"
"1469","032520006006","320.563275289722"
"1470","032520007007","313.133033672678"
"1471","032520008008","309.493491610162"
"1472","032540002002","311.032679285826"
"1473","032540003003","312.058980932137"
"1474","032540005005","310.145364939147"
"1475","032540008008","314.264352699537"
"1476","032540011011","310.013413096124"
"1477","032540014014","313.937625521544"
"1478","032540017017","309.690717736338"
"1479","032540017017","309.690717736338"
"1480","032540017017","309.690717736338"
"1481","032540017017","309.690717736338"
"1482","032540017017","309.690717736338"
"1483","032540017017","309.690717736338"
"1484","032540017017","309.690717736338"
"1485","032540017017","309.690717736338"
"1486","032540020020","310.910015301531"
"1487","032540021021","321.481626019063"
"1488","032540022022","315.656960259735"
"1489","032540026026","311.559216420852"
"1490","032540028028","313.25377817027"
"1491","032540029029","313.803363748683"
"1492","032540032032","310.968654813418"
"1493","032545401015","306.580874343178"
"1494","032545401016","318.294778727794"
"1495","032545401024","323.218400381839"
"1496","032545401034","307.563412041383"
"1497","032545402006","307.101101256222"
"1498","032545402007","308.555300237539"
"1499","032545402009","312.748922098443"
"1500","032545402010","313.865421062383"
"1501","032545402013","311.346769727937"
"1502","032545402018","309.94013803723"
"1503","032545402027","307.011898319788"
"1504","032545403019","317.012791638386"
"1505","032545403023","315.866151318942"
"1507","032545403030","313.950384618144"
"1508","032545403035","308.069868694375"
"1509","032545404001","320.443304727338"
"1510","032545404004","311.461565538534"
"1511","032545404012","305.882313819052"
"1512","032545404031","313.925387720615"
"1513","032545404033","307.536588957383"
"1514","032545405036","305.063081228398"
"1515","032545405037","316.428522124841"
"1516","032545405038","308.273279026671"
"1517","032545405039","294.045203997085"
"1518","032545405040","311.547609053772"
"1519","032550008008","312.342179362962"
"1520","032550023023","316.779548624964"
"1521","032555401002","310.637980202884"
"1522","032555401015","302.49557245646"
"1523","032555401021","313.205427635635"
"1524","032555401030","314.738331694423"
"1525","032555403004","316.839220942228"
"1526","032555403009","321.054259672429"
"1527","032555403014","314.373444276566"
"1528","032555403026","317.811097424884"
"1529","032555408003","315.710427972291"
"1530","032555408005","323.194748618537"
"1531","032555408016","320.663973885906"
"1532","032555408017","323.967298677972"
"1533","032555408019","323.337278406197"
"1534","032555408020","302.09935516733"
"1535","032555408025","325.55313422164"
"1536","032555408031","308.529059690601"
"1537","032555408032","328.524667134196"
"1538","032555408033","315.378972644432"
"1541","032555409007","298.631669038677"
"1542","032555409010","326.978850536092"
"1543","032555409012","312.260874107803"
"1544","032555409013","317.930685820367"
"1545","032555409018","313.212824552658"
"1546","032555409022","313.042286884528"
"1547","032555409027","316.445603098389"
"1548","032555409028","331.994233175833"
"1549","032555409034","323.555540887185"
"1550","032555409036","321.631321985639"
"1551","032560022022","320.091785085539"
"1552","032560025025","308.251333492071"
"1553","032560030030","319.050084859831"
"1554","032560032032","328.50297904707"
"1555","032565402005","317.973133743479"
"1556","032565402011","318.955507552809"
"1557","032565402012","322.423129768457"
"1558","032565402027","318.502619144958"
"1559","032565404006","319.092571452966"
"1560","032565404016","312.244938570272"
"1561","032565404017","317.496956437708"
"1562","032565404018","314.690201678118"
"1563","032565405002","294.893146656113"
"1564","032565405019","326.393681599485"
"1565","032565405023","313.388771437147"
"1566","032565406001","314.597045247563"
"1567","032565406021","315.943192498315"
"1568","032565406036","331.010151519948"
"1569","032565407020","321.57199137624"
"1570","032565407026","318.794001557788"
"1571","032565407029","322.462139174615"
"1572","032565407031","309.163924728302"
"1573","032565408004","316.973509982092"
"1574","032565408024","319.79775229842"
"1575","032565408033","330.210711546884"
"1576","032565408034","321.702124060616"
"1577","032565409003","317.799335630663"
"1578","032565409007","320.445231391902"
"1579","032565409008","298.204767917033"
"1580","032565409009","327.937050554804"
"1581","032565409010","321.648770626106"
"1582","032565409013","325.661931643799"
"1583","032565409014","321.815154760768"
"1584","032565409015","323.472621498675"
"1585","032565409015","323.472621498675"
"1586","032565409015","323.472621498675"
"1587","032565409015","323.472621498675"
"1588","032565409015","323.472621498675"
"1589","032565409015","323.472621498675"
"1590","032565409015","323.472621498675"
"1591","032565409015","323.472621498675"
"1592","032565409028","314.632507350494"
"1593","032565409035","365.746144496439"
"1594","032570003003","317.446479169481"
"1595","032570009009","315.151256671148"
"1596","032570028028","311.292952124194"
"1597","032570031031","314.570354798564"
"1598","032570035035","322.572105411605"
"1599","032575401001","318.452192816672"
"1600","032575401005","320.240035995098"
"1601","032575401008","320.927953266196"
"1602","032575401012","313.681217512935"
"1603","032575401022","323.239917348136"
"1604","032575402007","311.604045899113"
"1605","032575402015","309.815448638455"
"1606","032575402020","315.824570041204"
"1607","032575402021","311.067813008528"
"1608","032575403006","315.047716551978"
"1609","032575403011","314.571240670202"
"1610","032575403016","305.690667434902"
"1611","032575403036","305.918892196405"
"1612","032575404019","323.523765252909"
"1613","032575404023","316.420981987824"
"1614","032575404025","315.019666662782"
"1615","032575404027","321.734233668857"
"1616","032575404030","307.535696688083"
"1617","032575404037","309.330884533324"
"1618","032575405013","319.278424571316"
"1619","032575405014","303.591294935119"
"1620","032575405026","303.937004555243"
"1621","032575405034","313.088891848505"
"1622","032575406002","311.141497004195"
"1623","032575406017","305.834407438032"
"1624","032575406018","308.260063562732"
"1625","032575406024","312.693483006671"
"1626","032575406029","321.310777236824"
"1627","032575406032","316.146755914344"
"1628","032575407004","308.355711486977"
"1629","032575407010","304.578139450119"
"1630","032575407033","313.921045661564"
"1631","032575407038","301.589176340191"
"1632","033510004004","322.101346746826"
"1633","033510006006","322.160067655204"
"1634","033510010010","311.389144440551"
"1635","033510012012","310.942683019034"
"1636","033510013013","323.665328162955"
"1637","033510020020","320.909658282949"
"1638","033510023023","320.105119737105"
"1639","033510024024","311.347573308495"
"1640","033515401009","311.2866763589"
"1641","033515401011","311.44760851109"
"1642","033515401014","330.252691367835"
"1643","033515401019","333.212698131089"
"1644","033515402005","299.219906560521"
"1645","033515402007","322.825739769262"
"1646","033515402017","325.624444120451"
"1647","033515402022","313.568065009967"
"1648","033515403002","304.588542346908"
"1649","033515403003","299.803746288275"
"1650","033515403008","332.735004492551"
"1651","033515403015","317.094744893037"
"1652","033515403016","310.21836667482"
"1653","033515404001","305.751096677334"
"1654","033515404018","313.190235336745"
"1655","033515404021","322.038777051003"
"1656","033519501501","305.315414594687"
"1657","033520011011","316.592906239544"
"1658","033520030030","312.902738315684"
"1659","033520032032","309.445630945633"
"1660","033520040040","306.904103690088"
"1661","033520050050","317.533572209598"
"1662","033525401004","318.9387355943"
"1663","033525401008","310.943060503765"
"1664","033525401009","320.274764009155"
"1665","033525401018","318.153159306498"
"1666","033525401039","312.070200540712"
"1667","033525401042","316.59546826407"
"1668","033525401056","310.859096188526"
"1669","033525402003","319.345994225867"
"1670","033525402013","321.774731877458"
"1671","033525402015","311.856250140715"
"1672","033525402016","323.1727777875"
"1673","033525402027","323.552938068204"
"1674","033525402028","334.93221211437"
"1675","033525402031","314.198747857473"
"1676","033525402048","319.417614673387"
"1677","033525403001","320.068765444533"
"1678","033525403005","321.900493166208"
"1679","033525403006","309.380285176011"
"1680","033525403017","325.294527226466"
"1681","033525403021","306.077514924552"
"1682","033525403023","332.249695481611"
"1683","033525403026","316.36981157933"
"1684","033525403033","308.339800463886"
"1685","033525403053","328.643906939824"
"1686","033525404002","345.161268033883"
"1687","033525404024","323.039224557388"
"1688","033525404029","324.408280878683"
"1689","033525404036","319.910214280044"
"1690","033525404052","322.466974751166"
"1691","033525404052","322.466974751166"
"1692","033525404052","322.466974751166"
"1693","033525404052","322.466974751166"
"1694","033525404052","322.466974751166"
"1695","033525404052","322.466974751166"
"1696","033525404052","322.466974751166"
"1697","033525404052","322.466974751166"
"1698","033525406007","311.941320086678"
"1699","033525406014","310.809542236894"
"1700","033525406019","316.826785556945"
"1701","033525406049","314.276769114377"
"1702","033525406054","317.310838069544"
"1703","033525406058","311.203457282727"
"1704","033525407020","316.021227317127"
"1705","033525407022","317.696445797764"
"1706","033525407044","301.174201415506"
"1707","033525408010","323.88005181415"
"1708","033525408012","315.09765370472"
"1709","033525408034","314.356020438526"
"1710","033525408035","311.058757223093"
"1711","033525408037","323.943749154646"
"1712","033525408047","301.300595551377"
"1713","033525408057","308.115727994144"
"1714","033525410025","320.24591293553"
"1715","033525410038","318.944147132443"
"1716","033525410041","317.367820864977"
"1717","033525410043","323.419736293968"
"1718","033525410045","304.738131228043"
"1719","033525410046","309.627192068645"
"1720","033525410051","331.501824087804"
"1721","033525410055","317.639405779363"
"1722","033530005005","308.309557106345"
"1723","033530026026","310.784756795075"
"1724","033530029029","307.793739892599"
"1725","033530031031","310.422303248564"
"1726","033530032032","309.6781878337"
"1727","033530040040","315.263518882156"
"1728","033535401007","320.896673395499"
"1729","033535401023","306.609097017613"
"1730","033535401033","312.380911923203"
"1731","033535402002","305.294393556975"
"1732","033535402004","316.056435552081"
"1733","033535402009","323.473419359921"
"1734","033535402016","309.760648086612"
"1735","033535402024","316.322263739347"
"1736","033535402036","310.846587328945"
"1737","033535403001","300.832652904211"
"1738","033535403008","308.879395489989"
"1739","033535403014","328.644813062267"
"1740","033535403019","314.461443515771"
"1741","033535403025","300.390728856633"
"1742","033535403028","312.258307230138"
"1743","033535403039","313.566993161787"
"1744","033535404003","306.164625304228"
"1745","033535404017","304.532297605537"
"1746","033535404020","312.724410143716"
"1747","033535405010","321.23594892446"
"1748","033535405011","315.298604549823"
"1749","033535405012","306.831247043256"
"1750","033535405013","309.320423168793"
"1751","033535405030","311.915915107858"
"1752","033535405034","308.440842585658"
"1753","033535405037","299.029178125839"
"1754","033535405042","306.016008149289"
"1755","033535406006","293.312011741386"
"1756","033535406015","310.219504153203"
"1757","033535406018","313.980500855332"
"1758","033535406021","296.916377261496"
"1759","033535406022","331.913950678612"
"1760","033535406027","319.228071549052"
"1761","033535406035","324.039822073226"
"1762","033535406038","321.04503730675"
"1763","033535406041","314.931538890984"
"1764","033545403005","317.589041820533"
"1765","033545403007","307.558472869593"
"1766","033545403010","310.348027444804"
"1767","033545403020","303.741068503482"
"1768","033545403021","314.657317060558"
"1769","033545406003","293.228877499498"
"1770","033545406004","315.496998797689"
"1771","033545406006","325.758477083834"
"1772","033545406008","315.127238814586"
"1773","033545406009","320.090239009386"
"1774","033545406011","323.08163134391"
"1775","033545406012","299.435243794554"
"1776","033545406014","315.182569720255"
"1777","033545406019","320.209176474741"
"1778","033545406027","315.708763988324"
"1779","033545407001","320.680926581081"
"1780","033545407002","328.76505334742"
"1781","033545407013","329.353587005585"
"1782","033545407015","320.854471484228"
"1783","033545407016","325.017918713853"
"1784","033545407017","321.49004314507"
"1785","033545407018","320.662315351662"
"1786","033545407022","319.983217005326"
"1787","033545407023","344.093825939659"
"1788","033545407024","311.11399325477"
"1789","033545407025","315.375445239711"
"1790","033545407026","318.90259648068"
"1791","033550001001","313.137196321936"
"1792","033550009009","319.093970297678"
"1793","033550022022","321.832755759417"
"1794","033550049049","323.216554036603"
"1795","033555401002","323.69210432991"
"1796","033555401008","310.504700387915"
"1797","033555401008","310.504700387915"
"1798","033555401008","310.504700387915"
"1799","033555401008","310.504700387915"
"1800","033555401008","310.504700387915"
"1801","033555401008","310.504700387915"
"1802","033555401008","310.504700387915"
"1803","033555401008","310.504700387915"
"1804","033555401027","322.422219501022"
"1805","033555401029","311.585266959133"
"1806","033555401034","311.353406597531"
"1807","033555402004","311.84408321555"
"1808","033555402007","299.326246804034"
"1809","033555402017","308.053226629341"
"1810","033555402023","314.465827389225"
"1811","033555402028","305.914077021592"
"1812","033555402039","293.638711373696"
"1813","033555402042","324.592471932991"
"1814","033555403010","332.930526339933"
"1815","033555403012","320.212903398609"
"1816","033555403013","317.067615664336"
"1817","033555403025","338.406823848029"
"1818","033555403037","311.611718828542"
"1819","033555404020","304.886531779557"
"1820","033555404031","310.552776387053"
"1821","033555404035","312.324708229087"
"1822","033555404041","313.507710526213"
"1823","033555405006","290.636679459472"
"1824","033555405014","312.179192851307"
"1825","033555405016","305.137021683062"
"1826","033555405024","316.460187769783"
"1827","033555406005","311.270430564421"
"1828","033555406026","309.923364558824"
"1829","033555406030","310.351902510311"
"1830","033555406036","310.532005174674"
"1831","033555406038","317.819327641161"
"1832","033555406040","307.110792338703"
"1833","033555407003","305.444014014928"
"1834","033555407011","321.926301947357"
"1835","033555407015","298.560511027541"
"1836","033555407018","337.079456595782"
"1837","033555407019","306.992134870878"
"1838","033555407021","305.732351465306"
"1839","033555407032","321.385788773533"
"1840","033555407033","310.439562158748"
"1841","033560002002","320.757561060351"
"1842","033560005005","308.840162641437"
"1843","033560007007","316.251201381025"
"1844","033560008008","310.202077380319"
"1845","033560009009","308.985990819572"
"1846","033560011011","313.890432658247"
"1847","033565401001","294.936929797916"
"1848","033565401003","311.888036261649"
"1849","033565401004","323.036953803857"
"1850","033565401006","302.676817177104"
"1851","033565401010","317.310569518013"
"1852","033570008008","317.448228358377"
"1853","033570016016","310.970111893956"
"1854","033570039039","319.010966740668"
"1855","033570041041","311.495094829771"
"1856","033570051051","316.00607206899"
"1857","033575401006","316.481493380171"
"1858","033575401009","304.015568148433"
"1859","033575401024","312.004510320886"
"1860","033575401025","311.783917249569"
"1861","033575401031","300.438918657708"
"1862","033575401054","321.083392785912"
"1863","033575402015","320.160691512329"
"1864","033575402023","310.614142988321"
"1865","033575402033","321.752731096206"
"1866","033575402046","322.198624897279"
"1867","033575402049","322.563186016174"
"1868","033575403002","296.314967868085"
"1869","033575403004","327.301392264453"
"1870","033575403012","319.612327271207"
"1871","033575403027","331.532956266598"
"1872","033575403035","317.856982439746"
"1873","033575404003","309.158185771521"
"1874","033575404011","310.51308768178"
"1875","033575404014","325.675601249119"
"1876","033575404036","321.072763703247"
"1877","033575404038","328.072164098723"
"1878","033575404040","331.102596766802"
"1879","033575404042","332.149634211972"
"1880","033575404043","318.854748039472"
"1881","033575405017","346.926308199062"
"1882","033575405019","326.523125317213"
"1883","033575405029","332.46954916018"
"1884","033575405032","307.764717909855"
"1885","033575405034","309.484571156251"
"1886","033575405044","326.39605976221"
"1887","033575405048","313.992398945293"
"1888","033575405050","339.396042431501"
"1889","033575405056","323.858204239529"
"1890","033575406001","314.632169560586"
"1891","033575406005","307.939136000909"
"1892","033575406020","343.275233801766"
"1893","033575406022","319.530216288087"
"1894","033575406028","338.076790655952"
"1895","033575406037","327.15287839694"
"1896","033575406045","318.422137415796"
"1897","033575407007","307.174353341194"
"1898","033575407010","328.192231134244"
"1899","033575407026","322.373014818442"
"1900","033575407030","316.979673577699"
"1901","033575407047","311.59909465228"
"1902","033575407052","341.418621832673"
"1903","033575407052","341.418621832673"
"1904","033575407052","341.418621832673"
"1905","033575407052","341.418621832673"
"1906","033575407052","341.418621832673"
"1907","033575407052","341.418621832673"
"1908","033575407052","341.418621832673"
"1909","033575407052","341.418621832673"
"1910","033575407053","333.587150744764"
"1911","033575407055","306.894545006883"
"1912","033575408013","319.921209298973"
"1913","033575408018","313.564400345939"
"1914","033575408021","310.587443394665"
"1915","033575408057","319.649698234045"
"1916","033580002002","318.197474489741"
"1917","033580004004","316.486350743988"
"1918","033580008008","316.473146219947"
"1919","033580016016","317.332292431258"
"1920","033580017017","315.287559739214"
"1921","033580019019","316.019139251329"
"1922","033580021021","318.41359170073"
"1923","033580022022","321.676061341077"
"1924","033580023023","310.876850928883"
"1925","033585401001","311.529150116213"
"1926","033585401006","298.692790588541"
"1927","033585401011","301.549306770944"
"1928","033585401012","299.23798792182"
"1929","033585401014","332.231572471549"
"1930","033585402003","312.263044522736"
"1931","033585402009","319.413894850079"
"1932","033585402013","318.531707659059"
"1933","033585402018","316.007745598726"
"1934","033585403005","308.486793637559"
"1935","033585403007","318.022967019981"
"1936","033585403010","312.170429239482"
"1937","033585403015","302.189160836444"
"1938","033585403020","313.712925055906"
"1939","033589501501","315.589928863254"
"1940","033590010010","315.701450289321"
"1941","033590013013","307.510945804717"
"1942","033590028028","313.250195516297"
"1943","033590038038","319.805491554236"
"1944","033595401003","313.296598197023"
"1945","033595401006","312.413015168431"
"1946","033595401037","307.413824817373"
"1947","033595402011","314.211378802174"
"1948","033595402017","310.717552677219"
"1949","033595402031","325.038673844201"
"1950","033595403002","314.194066507317"
"1951","033595403005","321.097254812655"
"1952","033595403008","332.548721803954"
"1953","033595403023","309.937844074853"
"1954","033595404014","313.18039554177"
"1955","033595404015","324.258313410965"
"1956","033595404019","317.850285472813"
"1957","033595404022","307.538140393973"
"1958","033595404025","311.07423083558"
"1959","033595405001","313.261330781777"
"1960","033595405007","317.316218886304"
"1961","033595405012","307.318274034947"
"1962","033595405027","318.901515849894"
"1963","033595405034","313.926907748655"
"1964","033595406020","304.330695402635"
"1965","033595406021","305.895840575606"
"1966","033595406026","306.992419321381"
"1967","033595406032","300.988761286353"
"1968","033595406033","307.260032530556"
"1969","033595406039","307.524794447961"
"1970","033595407004","299.36642744525"
"1971","033595407018","306.998691582064"
"1972","033595407030","298.385411661335"
"1973","033595407035","323.798977077141"
"1974","033595407040","304.276006215483"
"1975","033595408009","301.321691944378"
"1976","033595408016","310.150554288049"
"1977","033595408024","308.040411678124"
"1978","033595408029","318.362704772601"
"1979","033595408036","312.399255358586"
"1980","033600004004","311.448474884032"
"1981","033600025025","314.200121471988"
"1982","033605401001","308.049896895583"
"1983","033605401002","320.979816871142"
"1984","033605401003","297.486316280391"
"1985","033605401008","314.600534461925"
"1986","033605401011","314.178939361045"
"1987","033605401012","310.083627142407"
"1988","033605401017","305.672538900128"
"1989","033605401026","310.799800462"
"1990","033605402005","315.342584269859"
"1991","033605402013","318.312672814213"
"1992","033605402020","327.870096517415"
"1993","033605403006","316.903518556035"
"1994","033605403010","317.305110835995"
"1995","033605403014","316.630543217897"
"1996","033605403019","334.126425709858"
"1997","033605403029","312.886750323844"
"1998","033605404015","320.928812766231"
"1999","033605404016","294.073760565991"
"2000","033605404018","315.58318376596"
"2001","033605404022","299.21593265982"
"2002","033605404024","316.779765484714"
"2003","033605405007","326.746814036396"
"2004","033605405009","323.946578193883"
"2005","033605405023","321.357543488005"
"2006","033605406021","309.10304331721"
"2007","033605406027","318.103400539579"
"2008","033605406028","317.886685670876"
"2009","033605406028","317.886685670876"
"2010","033605406028","317.886685670876"
"2011","033605406028","317.886685670876"
"2012","033605406028","317.886685670876"
"2013","033605406028","317.886685670876"
"2014","033605406028","317.886685670876"
"2015","033605406028","317.886685670876"
"2016","033610001001","315.262312845296"
"2017","033610003003","323.071755721014"
"2018","033610005005","316.10237924762"
"2019","033610006006","310.335610978529"
"2020","033610008008","321.36980731645"
"2021","033610009009","318.018927924714"
"2022","033610012012","320.492346272789"
"2023","033615401002","314.400915704783"
"2024","033615401004","312.149792224814"
"2025","033615401010","328.091205847459"
"2026","033615401013","317.015552882655"
"2027","034010000000","316.018163677067"
"2028","034020000000","318.418146953678"
"2029","034030000000","318.998893558133"
"2030","034040000000","322.010165838769"
"2031","034050000000","321.419434443204"
"2032","034510001001","312.886074227417"
"2033","034510002002","309.411825282886"
"2034","034510004004","310.037685413753"
"2035","034510005005","308.382921953136"
"2036","034510007007","313.685761678"
"2037","034510008008","310.601745911243"
"2038","034520001001","314.89125018147"
"2039","034520002002","322.623301445549"
"2040","034520006006","309.333580399422"
"2041","034520007007","309.61004662757"
"2042","034520011011","312.232998243144"
"2043","034520012012","308.152248069807"
"2044","034520013013","347.401381865813"
"2045","034520014014","304.739581816167"
"2046","034520019019","314.598381696426"
"2047","034520020020","324.045228092834"
"2048","034520023023","311.395756454279"
"2049","034520025025","310.841023933858"
"2050","034520027027","306.406820159561"
"2051","034525401015","311.921776278745"
"2052","034525401017","315.567695532432"
"2053","034525401021","311.360705562065"
"2054","034525401022","305.872875846987"
"2055","034525401024","306.841610668747"
"2056","034525401026","304.59009041718"
"2057","034525403003","313.679256210383"
"2058","034525403008","310.973759899451"
"2059","034525403009","317.863074687318"
"2060","034525403010","307.882647924916"
"2061","034525403016","327.457392310402"
"2062","034530001001","317.053571229614"
"2063","034530002002","327.79863820772"
"2064","034530003003","345.291773665743"
"2065","034530004004","328.339610429788"
"2066","034530005005","332.93429613951"
"2067","034530006006","330.243566020401"
"2068","034530007007","324.234446939352"
"2069","034530008008","338.095679071258"
"2070","034530009009","328.342249219265"
"2071","034530010010","334.493717019273"
"2072","034530011011","319.03868580309"
"2073","034530012012","354.962513267564"
"2074","034530013013","326.00931556825"
"2075","034540010010","320.273069876214"
"2076","034540014014","317.037075007412"
"2077","034540018018","312.491480377365"
"2078","034540019019","314.426416928831"
"2079","034540032032","314.410982394253"
"2080","034540035035","313.92946424444"
"2081","034540041041","314.145285377682"
"2082","034540044044","331.047417177336"
"2083","034540045045","311.133484661327"
"2084","034540054054","319.233607165392"
"2085","034545401007","313.513947292839"
"2086","034545401008","314.738362854531"
"2087","034545401020","314.625559768898"
"2088","034545401025","298.60551488679"
"2089","034545401030","323.445189726777"
"2090","034545401037","309.653676950984"
"2091","034545401038","322.355939528858"
"2092","034545401056","330.738874192788"
"2093","034545401060","308.119081448513"
"2094","034545402001","349.699001138037"
"2095","034545402003","325.386129884357"
"2096","034545402012","330.976018324854"
"2097","034545402036","335.7895566212"
"2098","034545402053","314.40479477045"
"2099","034545403009","310.299315794982"
"2100","034545403021","340.268058387311"
"2101","034545403026","333.989229331384"
"2102","034545404013","293.052896446477"
"2103","034545404029","318.674715889738"
"2104","034545404039","328.900041095201"
"2105","034545404040","313.334602551357"
"2106","034545404043","325.002596955306"
"2107","034545404052","347.784145357222"
"2108","034545405002","308.179134785507"
"2109","034545405015","323.224229779289"
"2110","034545405017","331.809437769453"
"2111","034545405028","334.878627585204"
"2112","034545405031","328.427950447453"
"2113","034545405059","336.099968150325"
"2114","034545406004","310.747435491379"
"2115","034545406004","310.747435491379"
"2116","034545406004","310.747435491379"
"2117","034545406004","310.747435491379"
"2118","034545406004","310.747435491379"
"2119","034545406004","310.747435491379"
"2120","034545406004","310.747435491379"
"2121","034545406004","310.747435491379"
"2122","034545406006","313.717584275144"
"2123","034545406011","318.643854939937"
"2124","034545406022","333.330495055501"
"2125","034545406051","319.899116574352"
"2126","034545407005","315.081510156692"
"2127","034545407016","332.779562322764"
"2128","034545407023","348.532014135164"
"2129","034545407024","325.41614660929"
"2130","034545407047","325.385380068657"
"2131","034545407048","314.031660201267"
"2132","034545407050","326.361546841797"
"2133","034545407058","335.778127553341"
"2134","034545408034","321.575323875396"
"2135","034545408046","330.000031603773"
"2136","034545408049","329.083394542217"
"2137","034545409027","337.699436836738"
"2138","034545409033","345.583390596992"
"2139","034545409042","331.111422776765"
"2140","034545409055","332.949837762598"
"2141","034545409057","328.392185557101"
"2142","034550007007","313.11546139617"
"2143","034550014014","307.973367768479"
"2144","034550015015","308.300204305587"
"2145","034550020020","308.972764832274"
"2146","034550021021","337.636761915032"
"2147","034550025025","307.784780640703"
"2148","034550026026","312.264126229972"
"2149","034550027027","309.155422849983"
"2150","034560001001","311.91833880749"
"2151","034560015015","315.80372543569"
"2152","034560025025","311.447734502092"
"2153","034565401002","318.67704730746"
"2154","034565401009","329.253790818576"
"2155","034565401012","315.182295381911"
"2156","034565401019","336.120821293096"
"2157","034565402004","317.057966289779"
"2158","034565402005","335.610477022473"
"2159","034565402013","322.011921089117"
"2160","034565402014","318.291884609932"
"2161","034565402017","330.019996902538"
"2162","034565403003","391.613470079256"
"2163","034565403010","349.333649360336"
"2164","034565403016","332.997951636889"
"2165","034565403018","350.273820239076"
"2166","034565403020","339.322005210146"
"2167","034565403021","316.998324710355"
"2168","034565403022","319.86768567818"
"2169","034565404006","319.125416937299"
"2170","034565404007","333.200439964239"
"2171","034565404008","335.559299613349"
"2172","034565404011","322.613479248186"
"2173","034565404023","315.177273840156"
"2174","034565404024","326.112027188444"
"2175","034565404026","328.972423705278"
"2176","034570002002","310.321401077946"
"2177","034570012012","312.241530423032"
"2178","034570013013","317.930440403719"
"2179","034570014014","314.032105323863"
"2180","034570017017","305.647261156447"
"2181","034570018018","312.086639888588"
"2182","034570020020","311.984667052777"
"2183","034570021021","311.717929094524"
"2184","034570022022","310.470304533256"
"2185","034570024024","309.847121888981"
"2186","034575402003","319.762141131317"
"2187","034575402009","314.580683147297"
"2188","034575402010","319.112962358738"
"2189","034575402011","316.012901290653"
"2190","034575402015","314.266640420669"
"2191","034575402019","320.167069156254"
"2192","034575403006","308.798912056185"
"2193","034575403008","313.10320553733"
"2194","034575403016","321.047728146219"
"2195","034580003003","312.398577128269"
"2196","034580005005","310.394156246654"
"2197","034580007007","321.933414345455"
"2198","034580009009","315.455872663352"
"2199","034580010010","307.618497747499"
"2200","034580013013","305.180809741448"
"2201","034580014014","322.928459646876"
"2202","034585401001","309.905727409881"
"2203","034585401002","290.955131309564"
"2204","034585401004","311.298081955645"
"2205","034585401006","309.822795623241"
"2206","034585401008","310.283804020382"
"2207","034585401011","303.041460796081"
"2208","034585401012","317.008424133038"
"2209","034585401015","322.572550807793"
"2210","034590003003","319.723668054321"
"2211","034590004004","310.274705631305"
"2212","034590005005","317.699314723124"
"2213","034590006006","315.435701423258"
"2214","034590008008","317.100582802283"
"2215","034590012012","307.280452915171"
"2216","034590013013","320.676695216878"
"2217","034590014014","318.402172129554"
"2218","034590015015","315.060313302273"
"2219","034590019019","309.894317374581"
"2220","034590020020","310.22700609092"
"2221","034590020020","310.22700609092"
"2222","034590020020","310.22700609092"
"2223","034590020020","310.22700609092"
"2224","034590020020","310.22700609092"
"2225","034590020020","310.22700609092"
"2226","034590020020","310.22700609092"
"2227","034590020020","310.22700609092"
"2228","034590021021","311.101588905623"
"2229","034590022022","308.572879907726"
"2230","034590024024","316.474081185283"
"2231","034590029029","327.972678965085"
"2232","034590033033","306.561392017446"
"2233","034590034034","329.104855245103"
"2234","034595401007","325.044613021325"
"2235","034595401025","310.792204249353"
"2236","034595401028","321.867901992436"
"2237","034595401030","316.709403921389"
"2238","034595402001","317.069861643759"
"2239","034595402002","324.748924915771"
"2240","034595402010","324.34536229793"
"2241","034595402016","312.912288097135"
"2242","034595402018","328.703015547499"
"2243","034595402023","311.472612648932"
"2244","034595402031","309.987286033929"
"2245","034595403009","318.57005942912"
"2246","034595403011","318.297076796888"
"2247","034595403017","316.841473157508"
"2248","034595404026","324.765218547515"
"2249","034595404027","326.567277893188"
"2250","034595404032","321.812746902374"
"2251","034600001001","337.481580659908"
"2252","034600002002","314.505427656052"
"2253","034600003003","315.97369072433"
"2254","034600004004","312.515749657746"
"2255","034600005005","314.733652908879"
"2256","034600006006","316.305748023374"
"2257","034600007007","320.734165390935"
"2258","034600008008","331.273366582763"
